location,latitude,longitude,rainfall,prev_rainfall
Alluri Sitharama Raju - Forest,15.034953569875766,78.68904699357844,0.0,0.0
Alluri Sitharama Raju - Forest,16.07109722215569,78.87301453558197,0.0,0.0
Alluri Sitharama Raju - Forest,16.023211513005474,78.54390567951133,0.0,0.0
Alluri Sitharama Raju - Forest,15.899014690001431,78.73560651546214,0.0,0.0
Alluri Sitharama Raju - Forest,15.042542460569292,79.20938150329768,0.0,0.0
Alluri Sitharama Raju - Forest,14.967008100001324,79.12028726972093,0.0,0.0
Alluri Sitharama Raju - Forest,15.025367797481762,79.23919385366698,0.0,0.0
Alluri Sitharama Raju - Forest,14.865678037540109,79.22848420761119,0.0,0.0
Alluri Sitharama Raju - Forest,14.825854960048078,79.38561289217198,0.0,0.0
Alluri Sitharama Raju - Forest,14.796014871443008,79.25555784377404,0.0,0.0
Alluri Sitharama Raju - Forest,14.691424877884744,79.22824736358908,0.0,0.0
Alluri Sitharama Raju - Forest,14.562239461776889,79.28888757309961,0.0,0.0
Alluri Sitharama Raju - Forest,14.433639825466226,79.45748055740758,0.0,0.0
Alluri Sitharama Raju - Forest,14.32769767753978,79.44832093870936,0.0,0.0
Alluri Sitharama Raju - Forest,14.225076940721532,79.51163543674188,0.0,0.0
Alluri Sitharama Raju - Forest,14.207882828487394,79.45147484585078,0.0,0.0
Alluri Sitharama Raju - Forest,14.101332993027649,79.46630963636788,0.0,0.0
Alluri Sitharama Raju - Forest,14.098088984431792,79.99739485214158,0.0,0.0
Alluri Sitharama Raju - Forest,18.706809129687656,84.2310743694071,0.0,0.0
Alluri Sitharama Raju - Forest,18.692850509650565,84.18768636485363,0.0,0.0
Alluri Sitharama Raju - Forest,18.655446774809132,84.1497206168474,0.0,0.0
Alluri Sitharama Raju - Forest,13.969585414528703,79.48815374281037,0.0,0.0
Alluri Sitharama Raju - Forest,15.877624779504108,79.2720044551135,0.0,0.0
Alluri Sitharama Raju - Forest,15.835249976315708,79.29461986634001,0.0,0.0
Alluri Sitharama Raju - Forest,15.840843807322514,79.2542608475261,0.0,0.0
Alluri Sitharama Raju - Forest,15.848387002779631,79.21070393025532,0.0,0.0
Alluri Sitharama Raju - Forest,15.76790622835498,79.209887004307,0.0,0.0
Alluri Sitharama Raju - Forest,15.39913540757129,78.82227665615943,0.0,0.0
Alluri Sitharama Raju - Forest,15.712204475527052,79.15378796911587,0.0,0.0
Alluri Sitharama Raju - Forest,15.707902459130048,79.1783039717387,0.0,0.0
Alluri Sitharama Raju - Forest,15.672338377505833,79.1218909491469,0.0,0.0
